Article,Page count,,,,,Article IDs from already invoiced,Invoiced month
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,flgastro-2020-101457,Dec-20
,,,,,,flgastro-2020-101521,Dec-20
,,,,,,flgastro-2020-101679,Dec-20
,,,,,,flgastro-2020-101681,Dec-20
,,,,,,flgastro-2020-101701,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,fmch-2020-000394,Dec-20
,,,,,,fmch-2020-000512,Dec-20
,,,,,,fmch-2020-000583,Dec-20
,,,,,,fmch-2020-000607,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,gpsych-2020-100349,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,gutjnl-2019-320553,Dec-20
,,,,,,gutjnl-2020-320805,Dec-20
,,,,,,gutjnl-2020-321190,Dec-20
,,,,,,gutjnl-2020-321193,Dec-20
,,,,,,gutjnl-2020-321309,Dec-20
,,,,,,gutjnl-2020-321386,Dec-20
,,,,,,gutjnl-2020-321598,Dec-20
,,,,,,gutjnl-2020-321609,Dec-20
,,,,,,gutjnl-2020-321774,Dec-20
,,,,,,gutjnl-2020-322196,Dec-20
,,,,,,gutjnl-2020-322468,Dec-20
,,,,,,gutjnl-2020-322707,Dec-20
,,,,,,gutjnl-2020-322771,Dec-20
,,,,,,gutjnl-2020-322779,Dec-20
,,,,,,gutjnl-2020-322780,Dec-20
,,,,,,gutjnl-2020-322980,Dec-20
,,,,,,gutjnl-2020-323071,Dec-20
,,,,,,gutjnl-2020-323082,Dec-20
,,,,,,gutjnl-2020-323118,Dec-20
,,,,,,gutjnl-2020-323252,Dec-20
,,,,,,gutjnl-2020-323277,Dec-20
,,,,,,gutjnl-2020-323378,Dec-20
,,,,,,gutjnl-2020-323481,Dec-20
,,,,,,gutjnl-2020-323496,Dec-20
,,,,,,gutjnl-2020-323501,Dec-20
,,,,,,gutjnl-2020-323581,Dec-20
,,,,,,gutjnl-2020-323598,Dec-20
,,,,,,gutjnl-2020-323668,Dec-20
,,,,,,gutjnl-2020-323672,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,heartjnl-2018-313876corr1,Dec-20
,,,,,,heartjnl-2019-316460,Dec-20
,,,,,,heartjnl-2019-316515,Dec-20
,,,,,,heartjnl-2020-316745,Dec-20
,,,,,,heartjnl-2020-316854,Dec-20
,,,,,,heartjnl-2020-316992,Dec-20
,,,,,,heartjnl-2020-317036,Dec-20
,,,,,,heartjnl-2020-317397,Dec-20
,,,,,,heartjnl-2020-317619,Dec-20
,,,,,,heartjnl-2020-317741,Dec-20
,,,,,,heartjnl-2020-317802,Dec-20
,,,,,,heartjnl-2020-317852,Dec-20
,,,,,,heartjnl-2020-317887,Dec-20
,,,,,,heartjnl-2020-317901,Dec-20
,,,,,,heartjnl-2020-317923,Dec-20
,,,,,,heartjnl-2020-318019,Dec-20
,,,,,,heartjnl-2020-318086,Dec-20
,,,,,,heartjnl-2020-318179,Dec-20
,,,,,,heartjnl-2020-318207,Dec-20
,,,,,,heartjnl-2020-318256,Dec-20
,,,,,,heartjnl-2020-318360,Dec-20
,,,,,,heartjnl-2020-318386,Dec-20
,,,,,,heartjnl-2020-318399,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,ihj-2019-000012,Dec-20
,,,,,,ihj-2019-000022,Dec-20
,,,,,,ihj-2019-000026,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,ijgc-2020-001507,Dec-20
,,,,,,ijgc-2020-001633,Dec-20
,,,,,,ijgc-2020-001651,Dec-20
,,,,,,ijgc-2020-001817,Dec-20
,,,,,,ijgc-2020-001879,Dec-20
,,,,,,ijgc-2020-001924,Dec-20
,,,,,,ijgc-2020-001934,Dec-20
,,,,,,ijgc-2020-001966,Dec-20
,,,,,,ijgc-2020-001974,Dec-20
,,,,,,ijgc-2020-002011,Dec-20
,,,,,,ijgc-2020-002015,Dec-20
,,,,,,ijgc-2020-002031,Dec-20
,,,,,,ijgc-2020-002063,Dec-20
,,,,,,ijgc-2020-002066,Dec-20
,,,,,,ijgc-2020-002105,Dec-20
,,,,,,ijgc-2020-002128,Dec-20
,,,,,,ijgc-2020-002150,Dec-20
,,,,,,ijgc-2020-002204,Dec-20
,,,,,,ijgc-2020-002207,Dec-20
,,,,,,ijgc-2020-002230,Dec-20
,,,,,,ijgc-2020-002280,Dec-20
,,,,,,ijgc-2020-002289,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,injuryprev-2020-043909,Dec-20
,,,,,,injuryprev-2020-043917,Dec-20
,,,,,,injuryprev-2020-043969,Dec-20
,,,,,,injuryprev-2020-044009,Dec-20
,,,,,,injuryprev-2020-044010,Dec-20
,,,,,,injuryprev-2020-044015,Dec-20
,,,,,,injuryprev-2020-044026,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jclinpath-2020-206694,Dec-20
,,,,,,jclinpath-2020-206793,Dec-20
,,,,,,jclinpath-2020-206871,Dec-20
,,,,,,jclinpath-2020-206893,Dec-20
,,,,,,jclinpath-2020-207029,Dec-20
,,,,,,jclinpath-2020-207066,Dec-20
,,,,,,jclinpath-2020-207087,Dec-20
,,,,,,jclinpath-2020-207103,Dec-20
,,,,,,jclinpath-2020-207107,Dec-20
,,,,,,jclinpath-2020-207113,Dec-20
,,,,,,jclinpath-2020-207130,Dec-20
,,,,,,jclinpath-2020-207131,Dec-20
,,,,,,jclinpath-2020-207139,Dec-20
,,,,,,jclinpath-2020-207188,Dec-20
,,,,,,jclinpath-2020-207203,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jech-2020-214063,Dec-20
,,,,,,jech-2020-214633,Dec-20
,,,,,,jech-2020-215213,Dec-20
,,,,,,jech-2020-215239,Dec-20
,,,,,,jech-2020-215260,Dec-20
,,,,,,jech-2020-215327,Dec-20
,,,,,,jech-2020-215548,Dec-20
,,,,,,jech-2020-215986,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jim-2020-001352,Dec-20
,,,,,,jim-2020-001405,Dec-20
,,,,,,jim-2020-001471,Dec-20
,,,,,,jim-2020-001479,Dec-20
,,,,,,jim-2020-001510,Dec-20
,,,,,,jim-2020-001595,Dec-20
,,,,,,jim-2020-001608,Dec-20
,,,,,,jim-2020-001642,Dec-20
,,,,,,jim-2020-001647,Dec-20
,,,,,,jim-2020-001686,Dec-20
,,,,,,jim-2020-001741,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jisakos-2019-000305corr1,Dec-20
,,,,,,jisakos-2019-000311,Dec-20
,,,,,,jisakos-2019-000316,Dec-20
,,,,,,jisakos-2019-000360,Dec-20
,,,,,,jisakos-2019-000368,Dec-20
,,,,,,jisakos-2020-000477,Dec-20
,,,,,,jisakos-2020-000503,Dec-20
,,,,,,jisakos-2020-000570,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jitc-2019-000331corr1,Dec-20
,,,,,,jitc-2020-000653,Dec-20
,,,,,,jitc-2020-000764,Dec-20
,,,,,,jitc-2020-000996,Dec-20
,,,,,,jitc-2020-001128,Dec-20
,,,,,,jitc-2020-001133,Dec-20
,,,,,,jitc-2020-001242,Dec-20
,,,,,,jitc-2020-001315,Dec-20
,,,,,,jitc-2020-001372,Dec-20
,,,,,,jitc-2020-001392,Dec-20
,,,,,,jitc-2020-001395,Dec-20
,,,,,,jitc-2020-001408,Dec-20
,,,,,,jitc-2020-001435,Dec-20
,,,,,,jitc-2020-001472,Dec-20
,,,,,,jitc-2020-001478,Dec-20
,,,,,,jitc-2020-001488,Dec-20
,,,,,,jitc-2020-001501,Dec-20
,,,,,,jitc-2020-001510,Dec-20
,,,,,,jitc-2020-001511,Dec-20
,,,,,,jitc-2020-001513,Dec-20
,,,,,,jitc-2020-001521,Dec-20
,,,,,,jitc-2020-001535,Dec-20
,,,,,,jitc-2020-001558,Dec-20
,,,,,,jitc-2020-001563,Dec-20
,,,,,,jitc-2020-001591,Dec-20
,,,,,,jitc-2020-001593,Dec-20
,,,,,,jitc-2020-001617,Dec-20
,,,,,,jitc-2020-001620,Dec-20
,,,,,,jitc-2020-001626,Dec-20
,,,,,,jitc-2020-001627,Dec-20
,,,,,,jitc-2020-001650,Dec-20
,,,,,,jitc-2020-001673,Dec-20
,,,,,,jitc-2020-001675,Dec-20
,,,,,,jitc-2020-001712,Dec-20
,,,,,,jitc-2020-001748,Dec-20
,,,,,,jitc-2020-001754,Dec-20
,,,,,,jitc-2020-001849,Dec-20
,,,,,,jitc-2020-001866,Dec-20
,,,,,,jitc-2020-001887,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jmedgenet-2020-107184,Dec-20
,,,,,,jmedgenet-2020-107220,Dec-20
,,,,,,jmedgenet-2020-107226,Dec-20
,,,,,,jmedgenet-2020-107281,Dec-20
,,,,,,jmedgenet-2020-107353,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,jnnp-2020-323876,Dec-20
,,,,,,jnnp-2020-324266,Dec-20
,,,,,,jnnp-2020-324492,Dec-20
,,,,,,jnnp-2020-324534,Dec-20
,,,,,,jnnp-2020-324579,Dec-20
,,,,,,jnnp-2020-324647,Dec-20
,,,,,,jnnp-2020-324741,Dec-20
,,,,,,jnnp-2020-324921,Dec-20
,,,,,,jnnp-2020-325027,Dec-20
,,,,,,jnnp-2020-325253,Dec-20
,,,,,,jnnp-2020-325360,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,bmjmilitary-2020-001555,Dec-20
,,,,,,bmjmilitary-2020-001575,Dec-20
,,,,,,bmjmilitary-2020-001577,Dec-20
,,,,,,bmjmilitary-2020-001608,Dec-20
,,,,,,bmjmilitary-2020-001622,Dec-20
,,,,,,bmjmilitary-2020-001641,Dec-20
,,,,,,bmjmilitary-2020-001655,Dec-20
,,,,,,bmjmilitary-2020-001676,Dec-20
,,,,,,bmjmilitary-2020-001677,Dec-20
,,,,,,bmjmilitary-2020-001687,Dec-20
,,,,,,bmjmilitary-2020-001689,Dec-20
,,,,,,bmjmilitary-2020-001698,Dec-20
,,,,,,bmjmilitary-2020-001703,Dec-20
,,,,,,bmjmilitary-2020-001705,Dec-20
,,,,,,bmjmilitary-2020-001706,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,leader-2020-000252,Dec-20
,,,,,,leader-2020-000286,Dec-20
,,,,,,leader-2020-000323,Dec-20
,,,,,,leader-2020-000339,Dec-20
,,,,,,leader-2020-000348,Dec-20
,,,,,,leader-2020-000378,Dec-20
,,,,,,leader-2020-000386,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,lupus-2020-000455,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,medethics-2020-106172,Dec-20
,,,,,,medethics-2020-106192,Dec-20
,,,,,,medethics-2020-106236,Dec-20
,,,,,,medethics-2020-106428,Dec-20
,,,,,,medethics-2020-106456,Dec-20
,,,,,,medethics-2020-106519,Dec-20
,,,,,,medethics-2020-106558,Dec-20
,,,,,,medethics-2020-106567,Dec-20
,,,,,,medethics-2020-106572,Dec-20
,,,,,,medethics-2020-106626,Dec-20
,,,,,,medethics-2020-106633,Dec-20
,,,,,,medethics-2020-106653,Dec-20
,,,,,,medethics-2020-106656,Dec-20
,,,,,,medethics-2020-106695,Dec-20
,,,,,,medethics-2020-106718,Dec-20
,,,,,,medethics-2020-106739,Dec-20
,,,,,,medethics-2020-106753,Dec-20
,,,,,,medethics-2020-106768,Dec-20
,,,,,,medethics-2020-106795,Dec-20
,,,,,,medethics-2020-106797,Dec-20
,,,,,,medethics-2020-106850,Dec-20
,,,,,,medethics-2020-106880,Dec-20
,,,,,,medethics-2020-106887,Dec-20
,,,,,,medethics-2020-106920,Dec-20
,,,,,,medethics-2020-106922,Dec-20
,,,,,,medethics-2020-106927,Dec-20
,,,,,,medethics-2020-106928,Dec-20
,,,,,,medethics-2020-106932,Dec-20
,,,,,,medethics-2020-106937,Dec-20
,,,,,,medethics-2020-106957,Dec-20
,,,,,,medethics-2020-106966,Dec-20
,,,,,,medethics-2020-106996,Dec-20
,,,,,,medethics-2020-107048,Dec-20
,,,,,,medethics-2020-107056,Dec-20
,,,,,,medethics-2020-107060,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,medhum-2019-011720,Dec-20
,,,,,,medhum-2020-011859,Dec-20
,,,,,,medhum-2020-011878,Dec-20
,,,,,,medhum-2020-011940,Dec-20
,,,,,,medhum-2020-012016,Dec-20
,,,,,,medhum-2020-012021,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,neurintsurg-2020-016658,Dec-20
,,,,,,neurintsurg-2020-016720,Dec-20
,,,,,,neurintsurg-2020-016733,Dec-20
,,,,,,neurintsurg-2020-016743,Dec-20
,,,,,,neurintsurg-2020-016758,Dec-20
,,,,,,neurintsurg-2020-016784,Dec-20
,,,,,,neurintsurg-2020-016794,Dec-20
,,,,,,neurintsurg-2020-016804,Dec-20
,,,,,,neurintsurg-2020-016826,Dec-20
,,,,,,neurintsurg-2020-016835,Dec-20
,,,,,,neurintsurg-2020-016838,Dec-20
,,,,,,neurintsurg-2020-016842,Dec-20
,,,,,,neurintsurg-2020-016851,Dec-20
,,,,,,neurintsurg-2020-016897,Dec-20
,,,,,,neurintsurg-2020-016902,Dec-20
,,,,,,neurintsurg-2020-016906,Dec-20
,,,,,,neurintsurg-2020-016922,Dec-20
,,,,,,neurintsurg-2020-016934,Dec-20
,,,,,,neurintsurg-2020-016964,Dec-20
,,,,,,neurintsurg-2020-016966,Dec-20
,,,,,,neurintsurg-2020-016976,Dec-20
,,,,,,neurintsurg-2020-017005,Dec-20
,,,,,,neurintsurg-2020-017018,Dec-20
,,,,,,neurintsurg-2020-017025,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,oemed-2020-106658,Dec-20
,,,,,,oemed-2020-106685,Dec-20
,,,,,,oemed-2020-106731,Dec-20
,,,,,,oemed-2020-106745,Dec-20
,,,,,,oemed-2020-106776,Dec-20
,,,,,,oemed-2020-106866,Dec-20
,,,,,,oemed-2020-106874,Dec-20
,,,,,,oemed-2020-106883,Dec-20
,,,,,,oemed-2020-106950,Dec-20
,,,,,,oemed-2020-106958,Dec-20
,,,,,,oemed-2020-106964,Dec-20
,,,,,,oemed-2020-106980,Dec-20
,,,,,,oemed-2020-107046,Dec-20
,,,,,,oemed-2020-107067,Dec-20
,,,,,,oemed-2020-107149,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,openhrt-2020-001260,Dec-20
,,,,,,openhrt-2020-001281,Dec-20
,,,,,,openhrt-2020-001294,Dec-20
,,,,,,openhrt-2020-001316,Dec-20
,,,,,,openhrt-2020-001335corr1,Dec-20
,,,,,,openhrt-2020-001335,Dec-20
,,,,,,openhrt-2020-001391,Dec-20
,,,,,,openhrt-2020-001412,Dec-20
,,,,,,openhrt-2020-001428,Dec-20
,,,,,,openhrt-2020-001467,Dec-20
,,,,,,openhrt-2020-001469,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,postgradmedj-2020-138838,Dec-20
,,,,,,postgradmedj-2020-138899,Dec-20
,,,,,,postgradmedj-2020-138904,Dec-20
,,,,,,postgradmedj-2020-138914,Dec-20
,,,,,,postgradmedj-2020-138926,Dec-20
,,,,,,postgradmedj-2020-138944,Dec-20
,,,,,,postgradmedj-2020-139001,Dec-20
,,,,,,postgradmedj-2020-139088,Dec-20
,,,,,,postgradmedj-2020-139090,Dec-20
,,,,,,postgradmedj-2020-139107,Dec-20
,,,,,,postgradmedj-2020-139150,Dec-20
,,,,,,postgradmedj-2020-139165,Dec-20
,,,,,,postgradmedj-2020-139223,Dec-20
,,,,,,postgradmedj-2020-139232,Dec-20
,,,,,,postgradmedj-2020-139263,Dec-20
,,,,,,postgradmedj-2020-139264,Dec-20
,,,,,,postgradmedj-2020-139267,Dec-20
,,,,,,postgradmedj-2020-139271,Dec-20
,,,,,,postgradmedj-2020-139284,Dec-20
,,,,,,postgradmedj-2020-139308,Dec-20
,,,,,,postgradmedj-2020-139325,Dec-20
,,,,,,postgradmedj-2020-139333,Dec-20
,,,,,,postgradmedj-2020-139358,Dec-20
,,,,,,postgradmedj-2020-139377,Dec-20
,,,,,,postgradmedj-2020-139397,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,practneurol-2020-002680,Dec-20
,,,,,,practneurol-2020-002730,Dec-20
,,,,,,practneurol-2020-002755,Dec-20
,,,,,,practneurol-2020-002805,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,rapm-2020-101673,Dec-20
,,,,,,rapm-2020-101778,Dec-20
,,,,,,rapm-2020-101936,Dec-20
,,,,,,rapm-2020-102081,Dec-20
,,,,,,rapm-2020-102088,Dec-20
,,,,,,rapm-2020-102105,Dec-20
,,,,,,rapm-2020-102114,Dec-20
,,,,,,rapm-2020-102173,Dec-20
,,,,,,rapm-2020-102250,Dec-20
,,,,,,rapm-2020-102266,Dec-20
,,,,,,rapm-2020-102273,Dec-20
,,,,,,rapm-2020-102295,Dec-20
,,,,,,rapm-2020-102299,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,sextrans-2020-054678,Dec-20
,,,,,,sextrans-2020-054702,Dec-20
,,,,,,sextrans-2020-054862,Dec-20
,,,,,,sextrans-2020-054872,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,svn-2020-000433,Dec-20
,,,,,,svn-2020-000476,Dec-20
,,,,,,svn-2020-000482,Dec-20
,,,,,,svn-2020-000569,Dec-20
,,,,,,svn-2020-000584,Dec-20
,,,,,,svn-2020-000678,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,thoraxjnl-2019-214301,Dec-20
,,,,,,thoraxjnl-2019-214348,Dec-20
,,,,,,thoraxjnl-2019-214375,Dec-20
,,,,,,thoraxjnl-2020-214713,Dec-20
,,,,,,thoraxjnl-2020-214770,Dec-20
,,,,,,thoraxjnl-2020-214998,Dec-20
,,,,,,thoraxjnl-2020-215093,Dec-20
,,,,,,thoraxjnl-2020-215114,Dec-20
,,,,,,thoraxjnl-2020-215168,Dec-20
,,,,,,thoraxjnl-2020-215518,Dec-20
,,,,,,thoraxjnl-2020-215520,Dec-20
,,,,,,thoraxjnl-2020-215540,Dec-20
,,,,,,thoraxjnl-2020-215542,Dec-20
,,,,,,thoraxjnl-2020-215561,Dec-20
,,,,,,thoraxjnl-2020-215693,Dec-20
,,,,,,thoraxjnl-2020-215717,Dec-20
,,,,,,thoraxjnl-2020-215731,Dec-20
,,,,,,thoraxjnl-2020-215768,Dec-20
,,,,,,thoraxjnl-2020-215917,Dec-20
,,,,,,thoraxjnl-2020-216026,Dec-20
,,,,,,thoraxjnl-2020-216083,Dec-20
,,,,,,thoraxjnl-2020-216086,Dec-20
,,,,,,thoraxjnl-2020-216102,Dec-20
,,,,,,thoraxjnl-2020-216130,Dec-20
,,,,,,thoraxjnl-2020-216168,Dec-20
,,,,,,thoraxjnl-2020-216193,Dec-20
,,,,,,thoraxjnl-2020-216302,Dec-20
,,,,,,thoraxjnl-2020-216308,Dec-20
,,,,,,thoraxjnl-2020-216377,Dec-20
,,,,,,thoraxjnl-2020-216382,Dec-20
,,,,,,thoraxjnl-2020-216385,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,tobaccocontrol-2020-055724,Dec-20
,,,,,,tobaccocontrol-2020-055920,Dec-20
,,,,,,tobaccocontrol-2020-055932,Dec-20
,,,,,,tobaccocontrol-2020-055961,Dec-20
,,,,,,tobaccocontrol-2020-055969,Dec-20
,,,,,,tobaccocontrol-2020-055995,Dec-20
,,,,,,tobaccocontrol-2020-056032,Dec-20
,,,,,,tobaccocontrol-2020-056056,Dec-20
,,,,,,tobaccocontrol-2020-056058,Dec-20
,,,,,,tobaccocontrol-2020-056103,Dec-20
,,,,,,tobaccocontrol-2020-056369,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,tsaco-2020-000495,Dec-20
,,,,,,tsaco-2020-000520,Dec-20
,,,,,,tsaco-2020-000541,Dec-20
,,,,,,tsaco-2020-000557,Dec-20
,,,,,,tsaco-2020-000558,Dec-20
,,,,,,tsaco-2020-000583,Dec-20
,,,,,,tsaco-2020-000595,Dec-20
,,,,,,tsaco-2020-000605,Dec-20
,,,,,,tsaco-2020-000610,Dec-20
,,,,,,tsaco-2020-000615,Dec-20
,,,,,,tsaco-2020-000625,Dec-20
,,,,,,tsaco-2020-000637,Dec-20
,,,,,,tsaco-2020-000658,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,vetrec-2019-105604,Dec-20
,,,,,,,Dec-20
,,,,,,,Dec-20
,,,,,,vetreccr-2019-000999,Dec-20
,,,,,,vetreccr-2020-001155,Dec-20
,,,,,,vetreccr-2020-001202,Dec-20
,,,,,,vetreccr-2020-001207,Dec-20
,,,,,,vetreccr-2020-001209,Dec-20
,,,,,,vetreccr-2020-001216,Dec-20
,,,,,,vetreccr-2020-001257,Dec-20
,,,,,,vetreccr-2020-001264,Dec-20
,,,,,,vetreccr-2020-001281,Dec-20
,,,,,,vetreccr-2020-001283,Dec-20
,,,,,,vetreccr-2020-001284,Dec-20
,,,,,,vetreccr-2020-001300,Dec-20
,,,,,,vetreccr-2020-001321,Dec-20
,,,,,,vetreccr-2020-001329,Dec-20
,,,,,,,
,,,,,,annrheumdis-2019-216794,Jan-21
,,,,,,annrheumdis-2020-218359,Jan-21
,,,,,,annrheumdis-2020-218460,Jan-21
,,,,,,annrheumdis-2020-218625,Jan-21
,,,,,,annrheumdis-2020-218670,Jan-21
,,,,,,annrheumdis-2020-218744,Jan-21
,,,,,,annrheumdis-2020-218810,Jan-21
,,,,,,annrheumdis-2020-218986,Jan-21
,,,,,,annrheumdis-2020-219009,Jan-21
,,,,,,annrheumdis-2020-219140,Jan-21
,,,,,,annrheumdis-2020-219152,Jan-21
,,,,,,annrheumdis-2020-219213,Jan-21
,,,,,,annrheumdis-2020-219255,Jan-21
,,,,,,annrheumdis-2020-219303,Jan-21
,,,,,,annrheumdis-2020-219426,Jan-21
,,,,,,annrheumdis-2020-219436,Jan-21
,,,,,,annrheumdis-2020-219472,Jan-21
,,,,,,annrheumdis-2020-219484,Jan-21
,,,,,,annrheumdis-2020-219489,Jan-21
,,,,,,annrheumdis-2020-219499,Jan-21
,,,,,,annrheumdis-2020-219513,Jan-21
,,,,,,annrheumdis-2020-219515,Jan-21
,,,,,,annrheumdis-2020-219517,Jan-21
,,,,,,annrheumdis-2020-219533,Jan-21
,,,,,,annrheumdis-2020-219542,Jan-21
,,,,,,annrheumdis-2020-219545,Jan-21
,,,,,,annrheumdis-2020-219564,Jan-21
,,,,,,annrheumdis-2020-219580,Jan-21
,,,,,,annrheumdis-2020-219582,Jan-21
,,,,,,annrheumdis-2020-219648,Jan-21
,,,,,,annrheumdis-2020-219677,Jan-21
,,,,,,annrheumdis-2020-219687,Jan-21
,,,,,,annrheumdis-2020-219696,Jan-21
,,,,,,annrheumdis-2020-219709,Jan-21
,,,,,,annrheumdis-2020-219720,Jan-21
,,,,,,annrheumdis-2020-219733,Jan-21
,,,,,,annrheumdis-2020-219747,Jan-21
,,,,,,annrheumdis-2020-219767,Jan-21
,,,,,,annrheumdis-2020-219808,Jan-21
,,,,,,annrheumdis-2020-219821,Jan-21
,,,,,,annrheumdis-2021-219855,Jan-21
,,,,,,annrheumdis-2021-219879,Jan-21
,,,,,,,Jan-21
,,,,,,,Jan-21
,,,,,,archdischild-2019-318577,Jan-21
,,,,,,archdischild-2020-319019,Jan-21
,,,,,,archdischild-2020-319059,Jan-21
,,,,,,archdischild-2020-319700,Jan-21
,,,,,,archdischild-2020-319978,Jan-21
,,,,,,archdischild-2020-319980,Jan-21
,,,,,,archdischild-2020-320139,Jan-21
,,,,,,archdischild-2020-320292,Jan-21
,,,,,,archdischild-2020-320318,Jan-21
,,,,,,archdischild-2020-320354,Jan-21
,,,,,,archdischild-2020-320375,Jan-21
,,,,,,archdischild-2020-320435,Jan-21
,,,,,,archdischild-2020-320462,Jan-21
,,,,,,archdischild-2020-320466,Jan-21
,,,,,,archdischild-2020-320529,Jan-21
,,,,,,archdischild-2020-320549,Jan-21
,,,,,,archdischild-2020-320552,Jan-21
,,,,,,archdischild-2020-320590,Jan-21
,,,,,,archdischild-2020-320616,Jan-21
,,,,,,archdischild-2020-320622,Jan-21
,,,,,,archdischild-2020-320628,Jan-21
,,,,,,archdischild-2020-320630,Jan-21
,,,,,,archdischild-2020-320669,Jan-21
,,,,,,archdischild-2020-320746,Jan-21
,,,,,,archdischild-2020-320885,Jan-21
,,,,,,archdischild-2020-320888,Jan-21
,,,,,,archdischild-2020-320936,Jan-21
,,,,,,archdischild-2020-320968,Jan-21
,,,,,,archdischild-2020-321008,Jan-21
,,,,,,archdischild-2020-321010,Jan-21
,,,,,,archdischild-2020-321021,Jan-21
,,,,,,archdischild-2020-321083,Jan-21
,,,,,,archdischild-2020-321225,Jan-21
,,,,,,archdischild-2020-321394,Jan-21
,,,,,,archdischild-2020-321535,Jan-21
,,,,,,archdischild-2020-321537,Jan-21
,,,,,,,Jan-21
,,,,,,,Jan-21
,,,,,,bcr-2019-229823,Jan-21
,,,,,,bcr-2019-229959,Jan-21
,,,,,,bcr-2019-231837,Jan-21
,,,,,,bcr-2019-232385,Jan-21
,,,,,,bcr-2019-232627,Jan-21
,,,,,,bcr-2019-232805,Jan-21
,,,,,,bcr-2019-233468,Jan-21
,,,,,,bcr-2019-233557,Jan-21
,,,,,,bcr-2019-233701,Jan-21
,,,,,,bcr-2019-234070,Jan-21
,,,,,,bcr-2020-017054,Jan-21
,,,,,,bcr-2020-234339,Jan-21
,,,,,,bcr-2020-234692,Jan-21
,,,,,,bcr-2020-234868,Jan-21
,,,,,,bcr-2020-234888,Jan-21
,,,,,,bcr-2020-234997,Jan-21
,,,,,,bcr-2020-235021,Jan-21
,,,,,,bcr-2020-235028,Jan-21
,,,,,,bcr-2020-235086,Jan-21
,,,,,,bcr-2020-235095,Jan-21
,,,,,,bcr-2020-235161,Jan-21
,,,,,,bcr-2020-235207,Jan-21
,,,,,,bcr-2020-235287,Jan-21
,,,,,,bcr-2020-235421,Jan-21
,,,,,,bcr-2020-235452,Jan-21
,,,,,,bcr-2020-235522,Jan-21
,,,,,,bcr-2020-235542,Jan-21
,,,,,,bcr-2020-235576,Jan-21
,,,,,,bcr-2020-235663,Jan-21
,,,,,,bcr-2020-235807,Jan-21
,,,,,,bcr-2020-235888,Jan-21
,,,,,,bcr-2020-235981,Jan-21
,,,,,,bcr-2020-236041,Jan-21
,,,,,,bcr-2020-236083,Jan-21
,,,,,,bcr-2020-236095,Jan-21
,,,,,,bcr-2020-236098,Jan-21
,,,,,,bcr-2020-236106,Jan-21
,,,,,,bcr-2020-236139,Jan-21
,,,,,,bcr-2020-236197,Jan-21
,,,,,,bcr-2020-236202,Jan-21
,,,,,,bcr-2020-236234,Jan-21
,,,,,,bcr-2020-236265,Jan-21
,,,,,,bcr-2020-236267,Jan-21
,,,,,,bcr-2020-236280,Jan-21
,,,,,,bcr-2020-236287,Jan-21
,,,,,,bcr-2020-236289,Jan-21
,,,,,,bcr-2020-236312,Jan-21
,,,,,,bcr-2020-236342,Jan-21
,,,,,,bcr-2020-236365,Jan-21
,,,,,,bcr-2020-236375,Jan-21
,,,,,,bcr-2020-236414,Jan-21
